src_origin_id,dst_origin_id,edge_type
53348312,68089076,2
25579174,86652557,2
95184348,35048202,2
64196311,90357232,2
4449259,13422367,2
81310739,95463441,2
93490592,31437775,1
77109152,18192833,2
67726424,60296550,1
88524690,88101462,2
51393446,91858045,2
31184430,96750709,1
45335172,73825960,1
99720713,27866384,1
6518014,68089076,2
78128030,72824209,2
75033688,49151534,1
18979483,96770974,2
69398472,36547107,1
9820833,31184430,2
14037535,37923579,1
98571925,93918643,1
53630767,61962881,1
16384919,35911711,1
91611215,89853089,1
48408624,25809596,1
1303155,32627895,1
9901689,11841039,2
78128030,92833735,1
42365909,35048202,1
42907477,89851872,2
4293435,37593271,1
47071518,29682545,1
29547242,6539683,2
17055521,39342639,2
28516661,31184430,1
88101462,40380082,2
27755228,4520873,2
32627895,34452965,2
98280332,41170770,1
56581181,18893070,2
92523951,2082967,2
51703877,76671007,1
86295256,47380519,1
2361129,39025106,1
25620224,46333399,2
40515932,45030044,2
8934676,31577392,2
68466466,98831516,2
73696441,67010076,1
7166745,29547242,1
20323232,59222463,2
15292487,77276493,1
36527641,54765901,2
18770728,38455192,1
21115640,83282296,2
27402171,85859342,1
79670402,94443498,1
72741122,95482810,1
50978393,40406738,1
56011104,48983647,2
90430454,86821120,2
17291348,96365107,1
93411439,31840240,1
44166847,2938645,2
3074228,71500220,2
40641501,9632267,1
25513924,31664255,1
29470027,61229605,1
91611215,9946453,1
52564440,66447833,2
99351939,86504213,2
2411084,95184348,2
51252932,28485269,2
55251756,14812650,1
2588939,69987535,2
59071361,84051388,1
46333399,7625930,1
80303223,62002370,1
92523951,31437775,1
87427494,99483905,2
32009498,37798408,2
5984696,93590592,2
16046965,97258118,1
37784701,6310965,2
79841776,9034827,2
26321046,91453235,2
88981662,36110397,2
15566006,33451035,1
5536379,40515932,1
98280332,4725174,2
51252932,71174363,1
17055521,8693754,1
22987690,50405260,1
36141023,34097118,1
31840240,81227891,1
40515932,45990138,2
56581181,18192833,2
59979087,66779712,2
4674558,22987690,2
4674558,96839884,1
15566006,95225549,1
74537695,40543553,1
97271167,17291348,1
63176449,36110397,1
85859342,20688731,2
43856074,27712783,2
75033688,28164398,1
77220873,53797524,1
72741122,2015515,2
15292487,9519342,1
25637186,22987690,2
81938027,73353746,1
40430147,60362229,2
79362409,7166745,2
66655833,49224563,2
44962731,25327758,2
88608944,34508366,1
44166847,15868038,2
54869247,77738881,2
49941591,43231809,2
89829116,92075168,1
29942286,94794415,2
49819075,24244207,2
97388623,43422077,1
46121993,51703877,1
73074388,50405260,1
57303434,56263795,1
74301887,47380519,1
13721129,39376211,2
97271167,27507043,2
41372708,94794415,1
89853089,10508065,1
4674558,94443498,1
40159475,56581181,2
13966957,16384919,1
39374992,23745026,2
40089677,65639044,2
95184348,41343948,2
95599888,31107120,2
68005345,67775043,2
39342639,25809596,1
68005345,99483905,2
16384919,99720713,2
18979483,73818897,2
57849437,8383150,2
53990165,15566006,2
27712783,81605408,1
27507043,71456361,1
52669852,72883533,2
2079460,52782485,2
19686554,52669852,1
13422367,65688446,2
68089076,86888137,2
7166745,2079460,2
30427337,13721129,1
79378362,76576897,2
20756767,95153062,2
54574136,40380082,1
34834363,18443315,2
5910888,10557084,2
2082967,1208580,2
94352667,48357163,2
11841039,78134743,1
40486866,62325005,1
54574136,47699636,1
70383408,41809047,1
39992385,55741106,2
53073540,23818251,2
66779712,25116789,2
81019816,2530370,2
50980172,86143897,2
38474399,67726424,2
9886484,31756795,1
19391323,56202252,1
72921814,99431405,1
69825660,18764772,2
36638392,86652557,2
77440365,3293181,2
66159459,61825754,1
39952079,74345801,1
65747885,6310965,1
29307751,16364896,1
24244207,66077234,2
88981662,1208580,2
34097118,57361282,1
52884794,38474399,1
83832488,68607030,1
2060106,79364590,2
25116789,66793671,2
5944102,45277950,2
38056000,98280332,2
61962881,35803587,1
68089076,26984970,1
63176449,11539379,2
89829116,35144728,1
88101462,10114522,1
77738881,59698456,1
7519652,20714438,1
27712783,76671007,1
97561337,58496287,2
71919802,36547107,2
52300434,5984696,1
20756767,93520137,2
93516836,73598248,1
94666103,77109152,1
12968253,95153062,1
24547668,69018752,1
53348312,11311771,1
46378272,43673731,1
34452965,67181841,1
86888137,58336122,2
28245948,51223342,2
47816357,72661267,2
93777472,74834033,2
76671007,77220873,2
65747885,31756795,1
31577392,66961566,1
9901689,15941972,2
43673731,52300434,1
94443498,85859342,2
68519817,36193280,1
15292487,74834033,2
61962881,13420322,2
64464013,46695055,2
6893312,99250304,1
3293181,45839247,2
55881752,5873920,2
94352667,13966957,2
75906761,17055521,1
13976828,52300434,2
36110397,62002370,2
39952079,52564440,2
56202252,28485269,2
15177236,76863896,2
68986527,44591337,1
96376171,49532085,2
57303434,45316543,1
39376211,18770728,1
91483642,69987535,2
77566275,27047919,2
27047919,10828241,1
22917596,38474399,2
27565620,62225706,2
79841776,37707198,1
12330213,92075168,1
45277950,67454945,1
88608944,48043921,1
58433227,4725174,1
95599888,78080024,2
32231430,56202252,1
44077335,62325005,2
1740252,74834033,1
32231430,68775273,1
68607030,27082796,1
93533308,23383243,1
46725166,18979483,1
79229286,72659566,2
51223342,72208118,2
75085287,95451477,1
97258118,49819075,1
2967861,71456361,2
91833240,20688731,2
75085287,61039156,2
48983647,5984696,1
61039156,53411021,1
36674503,13685033,2
3043561,3838367,2
5750662,37421444,1
3293181,51234426,2
88233505,47898875,2
65771857,7658303,2
29307751,55182740,2
56227637,26996372,2
72661267,91858045,1
4545244,48098723,2
34097118,83832488,1
4293435,45274356,1
4449259,46333399,1
18667655,45990138,1
90233535,53427267,1
17287080,47699636,2
74776829,33220064,2
86143897,7488421,1
27410436,77905676,1
24241514,2079460,1
79229286,41103028,2
91412744,28404703,1
37502990,58383160,2
44597564,52736884,2
95826133,33574826,1
24244207,46378272,1
27402171,81227891,1
13966957,83527038,2
85506287,94666103,2
74345801,19335029,2
88404888,1194755,2
51703877,5248334,2
49532085,81769175,2
7955754,72055385,1
31577392,66717050,1
73825960,81019816,1
83718079,4294049,2
44780972,68421828,1
17237660,90959556,2
74454416,67181841,1
52051399,36193280,2
90213016,30296202,2
96007668,88233505,1
78010500,34815842,2
3074228,27047919,2
78134743,81938027,1
48328879,60296550,2
55852776,79318025,1
31385488,65394187,1
20139115,73422138,1
31303766,28516661,1
96770974,51252932,2
77516821,17024972,1
95225549,81310739,1
91611215,15960857,1
19469488,47603926,2
20525355,7488421,1
78100062,61204358,2
66655833,70580769,2
53348312,17055521,1
6159312,68421828,1
13966957,20153226,1
7854492,9901689,1
23869190,76415424,2
26500083,23383243,1
79229286,50096137,1
64616048,18192833,1
49505243,88677902,1
39992385,14355256,1
53990165,18192833,2
10694337,88384564,1
32231430,94698023,2
18203025,57335448,1
4574185,2082967,2
35911711,2361129,2
20098891,89524471,2
10403480,76990275,2
97258118,45030044,2
47497170,26749403,2
55852776,96300127,1
26984970,81951877,2
72986438,19469488,2
52309191,61204358,2
37509398,54557409,1
5853950,93590592,2
24918530,60922370,1
49267308,13437593,2
52309191,16318738,2
27221222,52998304,1
73257134,18979483,2
66779712,36638392,2
56536881,4449259,2
65025018,56904407,1
79563067,91833240,1
37980652,58713277,2
19855302,8681781,1
40159475,69931260,1
51396045,94781198,2
61296415,51234426,2
38474399,67919441,2
96376171,70723339,1
91483642,27159196,1
65133803,75252712,2
46968781,8963040,1
40430147,95463441,2
56011104,34644971,1
17292874,63176449,1
1194755,2938645,1
31520365,44780972,2
59726120,71428421,1
11198280,82080429,2
51234426,64464013,2
67181841,67726424,2
44852679,57335448,1
70580769,37923579,2
89955490,22517280,2
90279207,54737719,1
52051399,77905676,2
3034317,52300434,1
27159196,90430454,2
95225549,21527628,1
75002527,20642856,2
34508366,57619318,1
14851583,46780709,1
75033688,44780972,2
7658303,18047370,2
11471082,88981662,2
69018752,41170770,1
7248464,15960857,2
30599608,37532641,1
31385488,64464013,2
81137909,28252053,1
54765901,18956374,2
47816357,49078377,2
62601383,67010076,1
69942708,11001171,1
47497170,53292765,2
46274912,95451477,2
76554114,54574136,2
79670402,84672707,2
91558724,25723014,1
71830144,25618985,1
40159475,79362409,2
80303223,81058936,2
27649656,8027034,2
47071518,84578254,1
64616048,9013426,2
8963040,53292765,2
98831516,77516821,1
12968253,88677902,2
35833182,20807622,2
48945237,18893070,2
77905676,9632267,2
77440365,98378496,1
59698456,13286828,2
94698023,85225525,2
1197918,52300434,2
16611799,62425525,1
46333399,13296659,2
56536881,35803587,1
75252712,52519746,2
74512676,95153062,2
5853950,39135566,1
57899435,4520873,1
85859342,48408624,1
56202252,62343415,1
80229649,14812650,2
81752722,2060106,2
51252932,57655210,2
45277950,2490822,1
35911711,62508360,1
29133967,69942708,2
49078377,77570634,1
69931260,22217366,2
34872913,80397737,1
80397737,68005345,2
72824209,81137909,1
17292874,88101462,2
79229286,52477331,1
2967861,26500083,1
51372304,4449259,2
44383413,71428421,1
78200169,20153226,2
34508366,41451464,1
44077335,41293120,2
38308060,88981662,2
65771857,56581181,2
66717050,19855302,1
34815842,39135566,2
31520365,97271167,2
50096137,59071361,2
70383408,43231809,2
87991063,57701748,2
37556663,26664569,2
13382034,27712783,1
33679470,8027034,1
18443315,75002527,2
13210892,78200169,2
79606521,6967232,2
13966957,1740252,2
35312721,65253049,2
39202072,86198845,1
73696441,80397737,2
56581181,98423772,1
9946453,79229286,1
20153226,94658761,1
2620720,17024972,2
2361129,31146018,2
31868927,46695055,2
36903596,2967861,1
97271167,8934676,1
94794415,39952079,2
42254850,56202252,2
64464013,30599296,2
44962731,80204676,1
57335448,86198845,1
26949505,79318025,1
34644971,47071518,2
93490592,67282173,2
36512964,74512676,1
54942642,32009498,1
41293120,55845924,1
57335448,52564440,1
30426367,47898875,2
93777472,7488421,1
89851872,85626932,2
96007668,69942708,1
57655210,74301887,2
4574185,74540377,1
33451035,55182740,1
57514371,78412165,1
40486866,72208118,1
41451464,45167728,2
4293435,81137909,1
6893312,73943821,1
47080409,91483642,1
29470027,68920491,1
46274912,61296415,1
91846905,58477116,1
36674503,91412744,2
97707645,96007668,2
80204676,5873920,1
32050951,27755228,2
94953815,67010076,1
60922370,51094488,2
76576897,29307751,2
32009498,66793671,1
18770728,70610490,2
74834033,78693286,1
72208118,46274912,2
18192833,14130343,1
7519652,23234376,1
37556663,66717050,2
70983004,41372708,1
40515932,22473229,2
10297694,81137909,1
10694337,40486866,1
86931192,72661267,2
9946453,38044575,2
83718079,6310965,1
7733802,52564440,2
37509398,4294049,1
66539797,11471082,1
95912131,7625930,2
79670402,71637063,2
50960045,98831516,1
9632267,20756767,1
39952079,17024972,1
69018752,68986527,2
96067012,35048202,2
33574826,15592600,2
46703176,77440365,2
21109584,90279207,1
74345801,97707645,2
94794415,28404703,2
57345100,60106139,2
86652557,26949505,1
58496287,13599980,1
16384480,77738881,2
51310197,66655833,2
44166847,25513924,2
11047977,25222999,2
66335041,26561160,1
46750376,40695972,1
1013990,38044575,1
61390425,2490822,1
55019911,27712783,2
81769175,30414554,1
31678190,49267308,2
86143897,97561064,2
11047977,88317586,2
16384480,18893070,1
47030957,11047977,1
96913349,34452965,2
10557084,31501038,1
69398472,54453934,2
77905676,94794415,1
47322095,11255584,1
60106139,11852755,2
62443889,52926870,2
33827959,50900292,2
93533308,35048202,1
33717332,55566923,2
68005345,61204358,2
91456262,6902281,2
26749403,1303155,2
37556663,63514877,1
4520873,7166745,1
90430454,11782869,2
77738881,61962881,2
55251756,7955754,1
50978393,23234376,1
15292487,79002309,1
98623703,91883290,1
81058936,33679470,1
39697097,37421444,1
51252932,44852679,2
74158023,79364590,1
71919802,15960857,2
94443498,75028875,1
45315576,66655833,1
46724148,86756445,1
93533308,28485269,2
60870059,59071361,2
15292487,93123777,2
27565620,62325005,2
61229605,55610373,1
74776829,20107904,2
18203025,25327758,2
20107904,92010362,1
15566006,57899435,2
77047788,1783071,2
40406738,12968253,2
30426367,67726424,2
61039156,36638392,1
57616772,90959556,2
49267308,49738747,2
37509398,45906853,2
73608067,57655210,1
49819075,86532794,1
31840240,64196311,1
88210518,63176449,2
32627895,45030044,2
33717332,77570634,1
53748402,47071518,2
52049973,71919802,2
11300062,55881752,2
13857148,55156021,2
95599888,15292487,2
98378496,39697097,2
39697097,71830144,2
56626757,87991063,1
77738881,52519746,2
49505243,46724148,1
88210518,42907477,2
43422077,34508366,1
31678190,7658303,1
25222999,65688446,1
26949505,28164398,1
96770974,98280332,1
47603926,20559342,1
58477116,83282296,2
47071518,66447833,1
68089076,76576897,1
31704221,12723760,2
2530370,56263795,1
2060106,3034317,1
27408613,52669852,1
31146018,54942642,1
52782485,97561064,2
17264768,62230473,1
46121993,89100001,1
8963040,67802809,2
43673731,37509398,1
80566825,49819075,1
48587723,80566825,1
50937583,84578254,2
55156021,78134743,1
1013990,31868927,1
15292487,81310739,1
68920491,47497170,2
96300127,46062293,1
44962731,9632267,2
47497170,27159196,1
12968253,27866384,1
88677902,64616048,2
13036784,95906696,1
80204676,32009498,2
80889253,24944608,2
70610490,89019807,2
25116789,15868038,1
7248464,21109584,1
94953815,91833240,2
55881752,34297417,2
8971088,53596992,2
96750709,72921814,1
23745026,48983647,1
47080409,66159459,2
63514877,36638392,1
20139115,65688446,2
70723339,39025106,1
62343415,91788417,1
79362409,90357232,1
86888137,8710793,2
17292874,4836298,2
97258118,10297694,1
25637186,11255584,1
78010500,14851583,1
56904407,14398967,1
93402621,40159475,2
72986438,71317039,1
23383243,73943821,2
89524471,73953635,2
76339936,75906761,1
45326656,66793671,2
19066394,81019816,1
93590592,66793671,1
36547107,53845671,1
37593271,76046588,2
68692189,13685033,1
57701748,20323232,1
70971988,1013990,1
45499241,1194755,2
21109584,87427494,1
98623703,95906696,2
46695055,78010500,2
97707645,28089126,1
84288291,27221222,1
77738881,6902281,1
31501038,55894453,1
29470027,75002527,1
40515932,71174363,1
26749403,32009498,2
38308060,22917596,2
95482810,56202252,2
1013990,93411439,1
57057530,25248144,1
26984970,46725166,1
69987535,10114522,2
37187658,82594062,2
89907535,71456361,1
1013990,14398967,2
25637186,51223342,1
71830144,2322309,2
60922370,89261509,1
2322309,54574136,2
68780466,27082796,2
39202072,57454466,2
51234426,18770728,2
91811609,27082796,2
51223342,79002309,1
41451464,85626932,1
15177236,45316543,1
29547242,26949505,1
71456361,70052585,1
74454416,67919441,1
81951877,96839884,2
28202536,38415243,1
11471082,68775273,2
53748402,7854492,1
53292765,68330823,2
94106030,36903596,2
80303223,1783071,1
15292487,4520873,2
5944102,41870667,1
95437743,86888137,2
23490241,74073030,2
67181841,66793671,1
17292874,13422367,1
53596992,14130343,2
10297694,25620224,2
36964396,30426367,1
27408613,84474217,1
97561064,4520873,2
90213016,27649656,2
8681781,24944608,1
75028875,55182740,1
21115640,27649656,1
91274177,74512676,2
99676093,66961566,1
53797524,4634419,2
13420322,47380519,2
92833735,8383150,2
1783071,56904407,1
38455192,2794837,1
88677902,50447883,1
26321046,1783071,2
46145472,70383408,1
41343948,49267308,1
74537695,67010076,2
32050951,31385488,1
90959556,50447883,1
16364896,19066394,2
34321551,8710793,2
18667655,88981662,2
88963563,33827959,1
57361282,65747885,1
45274356,57655210,1
97561064,47071518,2
33717332,69018752,2
68089076,94794415,2
21527628,52884794,1
91483642,71500220,1
72986438,45315576,1
27082796,32231430,2
1208580,27507043,1
45316543,21527628,1
16046965,29547242,1
3341244,28622226,2
5853950,44852679,2
93402621,68118235,1
25809596,94658761,1
86295256,71317039,2
61229605,28485269,2
78100062,77220873,2
98423772,99894281,2
93490592,29952687,1
66159459,39952079,1
99500546,46750376,1
37798408,99720713,1
55741106,99500546,2
23851662,55182740,1
91883290,2060106,2
55845924,12723760,1
95437743,55610373,2
52782485,95437743,1
80566825,49738747,2
44780972,8710793,1
15941972,55378606,1
4294049,55566923,1
99099551,52564440,1
8132271,26749403,2
57655210,37784701,1
47380519,2794837,2
37593271,46725166,1
83220631,53348312,2
13036784,57899435,1
1909339,32627895,1
23490241,63412296,1
92833735,49819075,2
84016892,10694337,1
47497170,8693754,1
7854492,3034317,2
95482810,25222999,2
27507043,49224563,1
57616772,47497170,1
42365909,36547107,1
90357232,42233067,1
91238301,29133967,2
23384883,86931192,2
51223342,67282173,1
91788417,93918643,2
27755228,76622964,2
13464414,41432282,2
18764772,34321551,2
54424487,4520873,2
23384883,18192833,1
11539379,14355256,1
11198280,97258118,2
5630479,8934676,1
66961566,3838367,1
55378606,76339936,1
68466466,74834033,1
42233067,5690467,1
68519817,57619318,2
88608944,66655833,2
40486866,86532794,1
70052585,27402171,1
45030044,77220873,1
58073310,40454923,1
97561337,69931260,2
10694337,88963563,1
50978393,66077234,1
95153062,17291348,1
9584059,34297417,2
18192833,3767680,1
91858045,61204358,2
54869247,9632267,1
67919441,68692189,2
80290923,12432298,2
37097757,8693754,1
48983647,96842086,2
83224282,77566275,1
80889253,37502990,2
53292765,18463157,1
18463157,69942708,2
78693286,47322095,2
14519056,78200169,2
13382034,51223342,1
7077999,96376171,1
9901689,57616772,2
16255469,8693754,1
66793671,55156021,1
40120676,28404703,1
37532641,89019807,1
81058936,69942708,1
33574826,58073310,1
64857112,96376171,1
27866384,23234376,1
65771857,22917596,2
31704221,2490822,2
52736884,23869190,2
37556663,3074228,1
27800418,57454466,2
57849437,84672707,2
81605408,71456361,1
63105010,40430147,1
83282296,97561064,2
77516821,31437775,1
28516661,11362907,2
89907535,99500546,1
45335172,68519817,1
23383243,42160804,1
73953635,68692189,1
37509398,47816357,1
33220064,51234426,1
48357163,85626932,2
67919441,2530370,2
81310739,20714438,1
76863896,45839247,1
96037627,85634252,1
62225706,36512964,2
79841776,40228913,2
73818897,42160804,2
83827776,36547107,1
1013990,52309191,1
7733802,22987690,2
34452965,78040011,2
67919441,24257672,1
27800418,94666103,2
99720713,28404703,1
10797208,5630479,1
37509398,76554114,1
40515932,25116789,2
13382034,62002370,2
92833735,65253049,1
41293120,53990165,2
82594062,71087673,2
25579174,26996372,2
91883290,6344277,2
19351851,71919802,1
73818897,3912027,2
22653104,94106030,2
94698023,31303766,1
5690467,96067012,1
66655833,33535335,1
28404703,71456361,2
16384919,32050951,2
59222463,35312721,1
43673731,32627895,2
69736669,20559342,2
15566006,47080409,1
45315576,77440365,2
41512662,73353746,1
2794837,45326656,1
89660514,73257134,2
52309191,72921814,1
30426367,1909339,1
36527641,35775748,2
52564440,99500546,2
10820488,17230691,2
13685033,11782869,2
45030044,65639044,1
96750709,67645135,1
59071361,44383413,1
90213016,20756767,1
31184430,53748402,1
33827959,26749403,2
61390425,32231430,2
91833240,8693754,1
29470027,56626757,1
55894453,27866384,1
26996372,63514877,2
31577392,13382034,2
19066394,50900292,2
81951877,14966763,1
31107120,36858623,1
9901689,66159459,1
52782485,95906696,1
74548654,70971988,2
68005345,34644971,2
80397737,24257672,2
57619318,75028875,1
49224563,77440365,1
78134743,25222999,1
78693286,94794415,1
29307751,23745026,1
43856074,87991063,1
34297417,31146018,2
29450849,93777472,1
29133967,52300434,2
47322095,80290923,1
1303155,88608944,1
17230691,94658761,2
98423772,63784743,1
51372304,14398967,1
31146018,96365107,1
66159459,37784701,1
46725166,20714438,1
63559877,13422367,2
29450849,81605408,1
67802809,45277950,1
46968781,67181841,2
1783071,65394187,1
42365909,21086364,2
20714438,92010362,2
5873920,19469488,2
37707198,39025106,2
84474217,47322095,1
42365909,53990165,1
53427267,7733802,1
66077234,48098723,2
66793671,20559342,2
47816357,3043561,1
37655465,33451035,2
79229286,27159196,2
38643000,27952786,1
17230691,89524471,2
33220064,97561337,2
91483642,86931192,2
41870667,40406738,1
91883290,53411021,1
57057530,54574136,2
46968781,65747885,1
12330213,65394187,1
34044866,52874087,2
40380082,7248464,1
39135566,22653104,2
55845924,83224282,1
78040011,51852077,2
9632267,40159475,2
34297417,73099558,2
62295681,67775043,2
12723760,42160804,1
57871687,46780709,1
90279207,42907477,2
47030957,53596992,1
33451035,67919441,2
93777472,63412296,2
51234426,24192935,2
72986438,2253877,2
14398967,78693286,2
87169484,88608944,1
22917596,25809596,2
14726151,61825754,2
31107120,45839247,1
19066394,11001171,2
39952079,11255584,1
30599296,44780972,1
88101462,9901689,2
41809047,25579174,1
25637186,54044477,2
18729173,61039156,2
5853950,96337383,2
29133967,37707198,1
15960857,25579174,1
53748402,13382034,1
27565620,25637186,2
49738747,47694675,2
60362229,85647670,2
30599608,51372304,2
6967232,56011104,2
77738881,44591337,2
42160804,35623783,2
55566923,55378606,1
49505243,10694337,1
48043921,83832488,2
37784701,44597564,2
91456262,44166847,2
9584059,38415243,2
91372340,74537695,2
52998304,14398967,1
92075168,40641501,1
44852679,46724148,2
2079460,91833240,2
8027034,2588939,2
86821120,74345801,1
16255469,27565620,1
97561064,45326656,2
29133967,91883290,2
7625930,67282173,2
55019911,27159196,2
37421444,13210892,2
61825754,24244207,2
27047919,84474217,2
37923579,81019816,2
17291348,50096137,2
66717050,18893070,2
60362229,95463441,1
11894572,91483642,2
1195942,36858623,1
84672707,53411021,1
7854492,95912131,2
